0.000000, 0
0.000000, 50
0.000000, 100
0.000000, 150
0.000000, 200
0.000000, 250
0.000000, 300
0.000000, 350
0.000000, 400
0.000000, 450
0.000000, 500
0.000000, 550
0.000000, 600
0.000000, 650
0.000000, 700
0.000000, 750
0.000000, 800
0.000000, 850
0.000000, 900
0.000000, 950
0.000000, 1000
0.000000, 1050
0.000000, 1100
0.000000, 1150
0.000000, 1200
0.000000, 1250
0.000000, 1300
0.000000, 1350
0.000000, 1400
0.000000, 1450
0.000000, 1500
0.000000, 1550
0.000000, 1600
0.000000, 1650
0.000000, 1700
0.000000, 1750
0.000000, 1800
0.000000, 1850
0.000000, 1900
0.000000, 1950
0.000000, 2000
0.000000, 2050
0.000000, 2100
0.000000, 2150
0.000000, 2200
0.000000, 2250
0.000000, 2300
0.000000, 2350
0.000000, 2400
0.000000, 2450
0.000000, 2500
0.000000, 2550
0.000000, 2600
0.000000, 2650
0.000000, 2700
0.000000, 2750
0.000000, 2800
0.000000, 2850
0.000000, 2900
0.000000, 2950
0.000000, 3000
0.000000, 3050
0.000000, 3100
0.000000, 3150
0.000000, 3200
0.000000, 3250
0.000000, 3300
0.000000, 3350
0.000000, 3400
0.000000, 3450
0.000000, 3500
0.000000, 3550
0.000000, 3600
0.000000, 3650
0.000000, 3700
0.000000, 3750
0.000000, 3800
0.000000, 3850
0.000000, 3900
0.000000, 3950
0.000000, 4000
0.000000, 4050
0.000000, 4100
0.000000, 4150
0.000000, 4200
0.000000, 4250
0.000000, 4300
0.000000, 4350
0.000000, 4400
0.000000, 4450
0.000000, 4500
0.000000, 4550
0.000000, 4600
0.000000, 4650
0.000000, 4700
0.000000, 4750
0.000000, 4800
0.000000, 4850
0.000000, 4900
0.000000, 4950
0.000000, 5000
0.000000, 5050
0.000000, 5100
0.000000, 5150
0.000000, 5200
0.000000, 5250
0.000000, 5300
0.000000, 5350
0.000000, 5400
0.000000, 5450
0.000000, 5500
0.000000, 5550
0.000000, 5600
0.000000, 5650
0.000000, 5700
0.000000, 5750
0.000000, 5800
0.000000, 5850
0.000000, 5900
0.000000, 5950
0.000000, 6000
0.000000, 6050
0.000000, 6100
0.000000, 6150
0.000000, 6200
0.000000, 6250
0.000000, 6300
0.000000, 6350
0.000000, 6400
0.000000, 6450
0.000000, 6500
0.000000, 6550
0.000000, 6600
0.000000, 6650
0.000000, 6700
0.000000, 6750
0.000000, 6800
0.000000, 6850
0.000000, 6900
0.000000, 6950
0.000000, 7000
0.000000, 7050
0.000000, 7100
0.000000, 7150
0.000000, 7200
0.000000, 7250
0.000000, 7300
0.000000, 7350
0.000000, 7400
0.000000, 7450
0.000000, 7500
0.000000, 7550
0.000000, 7600
0.000000, 7650
0.000000, 7700
0.000000, 7750
0.000000, 7800
0.000000, 7850
0.000000, 7900
0.000000, 7950
0.000000, 8000
0.000000, 8050
0.000000, 8100
0.000000, 8150
0.000000, 8200
0.000000, 8250
0.000000, 8300
0.000000, 8350
0.000000, 8400
0.000000, 8450
0.000000, 8500
0.000000, 8550
0.000000, 8600
0.000000, 8650
0.000000, 8700
0.000000, 8750
0.000000, 8800
0.000000, 8850
0.000000, 8900
0.000000, 8950
0.000000, 9000
0.000000, 9050
0.000000, 9100
0.000000, 9150
0.000000, 9200
0.000000, 9250
0.000000, 9300
0.000000, 9350
0.000000, 9400
0.000000, 9450
0.000000, 9500
0.000000, 9550
0.000000, 9600
0.000000, 9650
0.000000, 9700
0.000000, 9750
0.000000, 9800
0.000000, 9850
0.000000, 9900
0.000000, 9950
